Cancer id,Cancer label,Population id,Population,Sex,Type,Cases base in 2022,Year,Prediction,Change in number of cases,Change in number of cases due to population,Change in number of cases due to risk
"16,17",Melanoma of skin; Non-melanoma skin cancer,478,Mauritania,2,0,47,2035,69,22,46.8085,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,478,Mauritania,2,0,47,2040,82,35,74.4681,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,478,Mauritania,2,0,47,2045,98,51,108.5106,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,478,Mauritania,2,0,47,2050,116,69,146.8085,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,480,Mauritius,2,0,45,2022,45,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,480,Mauritius,2,0,45,2025,47,2,4.4444,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,480,Mauritius,2,0,45,2030,53,8,17.7778,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,480,Mauritius,2,0,45,2035,60,15,33.3333,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,480,Mauritius,2,0,45,2040,65,20,44.4444,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,480,Mauritius,2,0,45,2045,69,24,53.3333,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,480,Mauritius,2,0,45,2050,71,26,57.7778,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,484,Mexico,2,0,4458,2022,4458,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,484,Mexico,2,0,4458,2025,4863,405,9.0848,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,484,Mexico,2,0,4458,2030,5779,1321,29.6321,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,484,Mexico,2,0,4458,2035,6903,2445,54.8452,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,484,Mexico,2,0,4458,2040,8201,3743,83.9614,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,484,Mexico,2,0,4458,2045,9596,5138,115.2535,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,484,Mexico,2,0,4458,2050,11021,6563,147.2185,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,496,Mongolia,2,0,31,2022,31,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,496,Mongolia,2,0,31,2025,36,5,16.129,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,496,Mongolia,2,0,31,2030,46,15,48.3871,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,496,Mongolia,2,0,31,2035,58,27,87.0968,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,496,Mongolia,2,0,31,2040,75,44,141.9355,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,496,Mongolia,2,0,31,2045,94,63,203.2258,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,496,Mongolia,2,0,31,2050,111,80,258.0645,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,498,Moldova,2,0,891,2022,891,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,498,Moldova,2,0,891,2025,765,-126,-14.1414,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,498,Moldova,2,0,891,2030,829,-62,-6.9585,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,498,Moldova,2,0,891,2035,835,-56,-6.2851,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,498,Moldova,2,0,891,2040,816,-75,-8.4175,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,498,Moldova,2,0,891,2045,827,-64,-7.1829,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,498,Moldova,2,0,891,2050,873,-18,-2.0202,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,499,Montenegro,2,0,141,2022,141,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,499,Montenegro,2,0,141,2025,152,11,7.8014,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,499,Montenegro,2,0,141,2030,163,22,15.6028,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,499,Montenegro,2,0,141,2035,172,31,21.9858,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,499,Montenegro,2,0,141,2040,177,36,25.5319,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,499,Montenegro,2,0,141,2045,183,42,29.7872,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,499,Montenegro,2,0,141,2050,186,45,31.9149,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,504,Morocco,2,0,370,2022,370,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,504,Morocco,2,0,370,2025,378,8,2.1622,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,504,Morocco,2,0,370,2030,445,75,20.2703,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,504,Morocco,2,0,370,2035,516,146,39.4595,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,504,Morocco,2,0,370,2040,592,222,60,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,504,Morocco,2,0,370,2045,667,297,80.2703,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,504,Morocco,2,0,370,2050,740,370,100,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,508,Mozambique,2,0,580,2022,580,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,508,Mozambique,2,0,580,2025,634,54,9.3103,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,508,Mozambique,2,0,580,2030,746,166,28.6207,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,508,Mozambique,2,0,580,2035,878,298,51.3793,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,508,Mozambique,2,0,580,2040,1038,458,78.9655,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,508,Mozambique,2,0,580,2045,1206,626,107.931,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,508,Mozambique,2,0,580,2050,1392,812,140,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,512,Oman,2,0,26,2022,26,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,512,Oman,2,0,26,2025,28,2,7.6923,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,512,Oman,2,0,26,2030,35,9,34.6154,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,512,Oman,2,0,26,2035,43,17,65.3846,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,512,Oman,2,0,26,2040,52,26,100,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,512,Oman,2,0,26,2045,62,36,138.4615,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,512,Oman,2,0,26,2050,69,43,165.3846,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,516,Namibia,2,0,131,2022,131,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,516,Namibia,2,0,131,2025,146,15,11.4504,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,516,Namibia,2,0,131,2030,171,40,30.5344,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,516,Namibia,2,0,131,2035,199,68,51.9084,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,516,Namibia,2,0,131,2040,227,96,73.2824,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,516,Namibia,2,0,131,2045,260,129,98.4733,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,516,Namibia,2,0,131,2050,294,163,124.4275,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,524,Nepal,2,0,148,2022,148,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,524,Nepal,2,0,148,2025,152,4,2.7027,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,524,Nepal,2,0,148,2030,174,26,17.5676,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,524,Nepal,2,0,148,2035,197,49,33.1081,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,524,Nepal,2,0,148,2040,224,76,51.3514,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,524,Nepal,2,0,148,2045,253,105,70.9459,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,524,Nepal,2,0,148,2050,285,137,92.5676,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,528,The Netherlands,2,0,11513,2022,11513,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,528,The Netherlands,2,0,11513,2025,12162,649,5.6371,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,528,The Netherlands,2,0,11513,2030,13249,1736,15.0786,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,528,The Netherlands,2,0,11513,2035,14219,2706,23.5039,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,528,The Netherlands,2,0,11513,2040,14952,3439,29.8706,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,528,The Netherlands,2,0,11513,2045,15497,3984,34.6044,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,528,The Netherlands,2,0,11513,2050,15825,4312,37.4533,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,540,New Caledonia,2,0,22,2022,22,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,540,New Caledonia,2,0,22,2025,27,5,22.7273,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,540,New Caledonia,2,0,22,2030,32,10,45.4545,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,540,New Caledonia,2,0,22,2035,37,15,68.1818,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,540,New Caledonia,2,0,22,2040,42,20,90.9091,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,540,New Caledonia,2,0,22,2045,48,26,118.1818,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,540,New Caledonia,2,0,22,2050,54,32,145.4545,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,548,Vanuatu,2,0,0,2022,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,548,Vanuatu,2,0,0,2025,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,548,Vanuatu,2,0,0,2030,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,548,Vanuatu,2,0,0,2035,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,548,Vanuatu,2,0,0,2040,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,548,Vanuatu,2,0,0,2045,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,548,Vanuatu,2,0,0,2050,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,554,New Zealand,2,0,6002,2022,6002,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,554,New Zealand,2,0,6002,2025,6536,534,8.897,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,554,New Zealand,2,0,6002,2030,7193,1191,19.8434,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,554,New Zealand,2,0,6002,2035,7809,1807,30.1066,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,554,New Zealand,2,0,6002,2040,8358,2356,39.2536,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,554,New Zealand,2,0,6002,2045,8832,2830,47.1509,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,554,New Zealand,2,0,6002,2050,9229,3227,53.7654,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,558,Nicaragua,2,0,78,2022,78,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,558,Nicaragua,2,0,78,2025,76,-2,-2.5641,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,558,Nicaragua,2,0,78,2030,92,14,17.9487,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,558,Nicaragua,2,0,78,2035,110,32,41.0256,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,558,Nicaragua,2,0,78,2040,131,53,67.9487,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,558,Nicaragua,2,0,78,2045,154,76,97.4359,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,558,Nicaragua,2,0,78,2050,180,102,130.7692,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,562,Niger,2,0,181,2022,181,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,562,Niger,2,0,181,2025,203,22,12.1547,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,562,Niger,2,0,181,2030,244,63,34.8066,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,562,Niger,2,0,181,2035,293,112,61.8785,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,562,Niger,2,0,181,2040,353,172,95.0276,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,562,Niger,2,0,181,2045,426,245,135.3591,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,562,Niger,2,0,181,2050,516,335,185.0829,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,566,Nigeria,2,0,1911,2022,1911,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,566,Nigeria,2,0,1911,2025,2143,232,12.1402,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,566,Nigeria,2,0,1911,2030,2472,561,29.3564,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,566,Nigeria,2,0,1911,2035,2854,943,49.3459,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,566,Nigeria,2,0,1911,2040,3295,1384,72.4228,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,566,Nigeria,2,0,1911,2045,3807,1896,99.2151,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,566,Nigeria,2,0,1911,2050,4390,2479,129.7227,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,578,Norway,2,0,2859,2022,2859,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,578,Norway,2,0,2859,2025,3045,186,6.5058,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,578,Norway,2,0,2859,2030,3375,516,18.0483,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,578,Norway,2,0,2859,2035,3703,844,29.5208,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,578,Norway,2,0,2859,2040,3988,1129,39.4893,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,578,Norway,2,0,2859,2045,4256,1397,48.8632,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,578,Norway,2,0,2859,2050,4519,1660,58.0623,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,586,Pakistan,2,0,2232,2022,2232,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,586,Pakistan,2,0,2232,2025,2487,255,11.4247,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,586,Pakistan,2,0,2232,2030,2908,676,30.2867,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,586,Pakistan,2,0,2232,2035,3382,1150,51.5233,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,586,Pakistan,2,0,2232,2040,3922,1690,75.7168,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,586,Pakistan,2,0,2232,2045,4538,2306,103.3154,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,586,Pakistan,2,0,2232,2050,5239,3007,134.7222,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,591,Panama,2,0,139,2022,139,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,591,Panama,2,0,139,2025,150,11,7.9137,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,591,Panama,2,0,139,2030,181,42,30.2158,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,591,Panama,2,0,139,2035,217,78,56.1151,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,591,Panama,2,0,139,2040,258,119,85.6115,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,591,Panama,2,0,139,2045,303,164,117.9856,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,591,Panama,2,0,139,2050,347,208,149.6403,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,598,Papua New Guinea,2,0,446,2022,446,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,598,Papua New Guinea,2,0,446,2025,499,53,11.8834,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,598,Papua New Guinea,2,0,446,2030,626,180,40.3587,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,598,Papua New Guinea,2,0,446,2035,776,330,73.991,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,598,Papua New Guinea,2,0,446,2040,952,506,113.4529,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,598,Papua New Guinea,2,0,446,2045,1148,702,157.3991,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,598,Papua New Guinea,2,0,446,2050,1355,909,203.8117,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,600,Paraguay,2,0,278,2022,278,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,600,Paraguay,2,0,278,2025,273,-5,-1.7986,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,600,Paraguay,2,0,278,2030,325,47,16.9065,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,600,Paraguay,2,0,278,2035,385,107,38.4892,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,600,Paraguay,2,0,278,2040,452,174,62.5899,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,600,Paraguay,2,0,278,2045,521,243,87.4101,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,600,Paraguay,2,0,278,2050,592,314,112.9496,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,604,Peru,2,0,2096,2022,2096,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,604,Peru,2,0,2096,2025,2089,-7,-0.334,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,604,Peru,2,0,2096,2030,2484,388,18.5115,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,604,Peru,2,0,2096,2035,2964,868,41.4122,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,604,Peru,2,0,2096,2040,3502,1406,67.0802,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,604,Peru,2,0,2096,2045,4084,1988,94.8473,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,604,Peru,2,0,2096,2050,4722,2626,125.2863,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,608,Philippines,2,0,756,2022,756,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,608,Philippines,2,0,756,2025,787,31,4.1005,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,608,Philippines,2,0,756,2030,924,168,22.2222,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,608,Philippines,2,0,756,2035,1073,317,41.9312,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,608,Philippines,2,0,756,2040,1232,476,62.963,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,608,Philippines,2,0,756,2045,1396,640,84.6561,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,608,Philippines,2,0,756,2050,1569,813,107.5397,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,616,Poland,2,0,5460,2022,5460,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,616,Poland,2,0,5460,2025,5505,45,0.8242,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,616,Poland,2,0,5460,2030,6120,660,12.0879,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,616,Poland,2,0,5460,2035,6888,1428,26.1538,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,616,Poland,2,0,5460,2040,7450,1990,36.4469,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,616,Poland,2,0,5460,2045,7632,2172,39.7802,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,616,Poland,2,0,5460,2050,7661,2201,40.3114,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,620,Portugal,2,0,1909,2022,1909,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,620,Portugal,2,0,1909,2025,1959,50,2.6192,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,620,Portugal,2,0,1909,2030,2075,166,8.6957,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,620,Portugal,2,0,1909,2035,2198,289,15.1388,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,620,Portugal,2,0,1909,2040,2316,407,21.3201,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,620,Portugal,2,0,1909,2045,2418,509,26.6632,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,620,Portugal,2,0,1909,2050,2494,585,30.6443,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,624,Guinea-Bissau,2,0,19,2022,19,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,624,Guinea-Bissau,2,0,19,2025,21,2,10.5263,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,624,Guinea-Bissau,2,0,19,2030,25,6,31.5789,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,624,Guinea-Bissau,2,0,19,2035,29,10,52.6316,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,624,Guinea-Bissau,2,0,19,2040,35,16,84.2105,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,624,Guinea-Bissau,2,0,19,2045,41,22,115.7895,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,624,Guinea-Bissau,2,0,19,2050,47,28,147.3684,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,626,Timor-Leste,2,0,4,2022,4,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,626,Timor-Leste,2,0,4,2025,4,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,626,Timor-Leste,2,0,4,2030,5,1,25,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,626,Timor-Leste,2,0,4,2035,5,1,25,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,626,Timor-Leste,2,0,4,2040,6,2,50,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,626,Timor-Leste,2,0,4,2045,7,3,75,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,626,Timor-Leste,2,0,4,2050,9,5,125,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,630,Puerto Rico,2,0,336,2022,336,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,630,Puerto Rico,2,0,336,2025,408,72,21.4286,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,630,Puerto Rico,2,0,336,2030,441,105,31.25,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,630,Puerto Rico,2,0,336,2035,459,123,36.6071,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,630,Puerto Rico,2,0,336,2040,467,131,38.9881,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,630,Puerto Rico,2,0,336,2045,468,132,39.2857,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,630,Puerto Rico,2,0,336,2050,462,126,37.5,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,634,Qatar,2,0,7,2022,7,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,634,Qatar,2,0,7,2025,8,1,14.2857,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,634,Qatar,2,0,7,2030,9,2,28.5714,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,634,Qatar,2,0,7,2035,11,4,57.1429,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,634,Qatar,2,0,7,2040,12,5,71.4286,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,634,Qatar,2,0,7,2045,13,6,85.7143,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,634,Qatar,2,0,7,2050,16,9,128.5714,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,638,"France, La R̩union",2,0,20,2022,20,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,638,"France, La R̩union",2,0,20,2025,22,2,10,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,638,"France, La R̩union",2,0,20,2030,24,4,20,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,638,"France, La R̩union",2,0,20,2035,27,7,35,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,638,"France, La R̩union",2,0,20,2040,29,9,45,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,638,"France, La R̩union",2,0,20,2045,31,11,55,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,638,"France, La R̩union",2,0,20,2050,33,13,65,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,642,Romania,2,0,2855,2022,2855,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,642,Romania,2,0,2855,2025,2835,-20,-0.7005,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,642,Romania,2,0,2855,2030,2961,106,3.7128,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,642,Romania,2,0,2855,2035,3107,252,8.8266,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,642,Romania,2,0,2855,2040,3214,359,12.5744,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,642,Romania,2,0,2855,2045,3264,409,14.3257,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,642,Romania,2,0,2855,2050,3334,479,16.7776,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,643,Russian Federation,2,0,19894,2022,19894,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,643,Russian Federation,2,0,19894,2025,19752,-142,-0.7138,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,643,Russian Federation,2,0,19894,2030,20917,1023,5.1423,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,643,Russian Federation,2,0,19894,2035,21667,1773,8.9122,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,643,Russian Federation,2,0,19894,2040,22048,2154,10.8274,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,643,Russian Federation,2,0,19894,2045,22275,2381,11.9684,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,643,Russian Federation,2,0,19894,2050,22345,2451,12.3203,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,646,Rwanda,2,0,136,2022,136,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,646,Rwanda,2,0,136,2025,154,18,13.2353,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,646,Rwanda,2,0,136,2030,182,46,33.8235,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,646,Rwanda,2,0,136,2035,213,77,56.6176,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,646,Rwanda,2,0,136,2040,249,113,83.0882,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,646,Rwanda,2,0,136,2045,291,155,113.9706,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,646,Rwanda,2,0,136,2050,341,205,150.7353,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,662,Saint Lucia,2,0,1,2022,1,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,662,Saint Lucia,2,0,1,2025,1,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,662,Saint Lucia,2,0,1,2030,1,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,662,Saint Lucia,2,0,1,2035,1,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,662,Saint Lucia,2,0,1,2040,1,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,662,Saint Lucia,2,0,1,2045,1,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,662,Saint Lucia,2,0,1,2050,1,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,678,Sao Tome and Principe,2,0,0,2022,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,678,Sao Tome and Principe,2,0,0,2025,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,678,Sao Tome and Principe,2,0,0,2030,0,0,,0
